Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6361.988	    0.230	 1.525e-17	         1.915e-18	    1.767	    0.212	 6.755e-17	 1.174e-17	   -8.447	            0.378	 2920.975	 2920.975	   10.820	   17.377	    4.162
[OI]b   	 6363.800	 6426.110	    0.230	 4.918e-18	         1.915e-18	    1.767	    0.212	 2.179e-17	 8.877e-18	   -8.447	            0.378	 2920.975	 2920.975	   10.712	   40.741	    4.162
[NII]b  	 6548.100	 6611.979	    0.352	 6.658e-17	         4.204e-17	    1.847	    0.291	 3.083e-16	 2.006e-16	           -8.447	    0.378	 2910.304	 2910.304	   15.959	           65.079	    4.349
Halpha  	 6562.800	 6626.689	    0.243	 4.138e-16	         7.262e-17	    1.603	    0.185	 1.663e-15	 3.493e-16	           -8.447	    0.378	 2904.292	 2904.292	   10.971	           21.004	    3.775
[NII]a  	 6583.500	 6647.724	    0.352	 1.931e-16	         4.204e-17	    1.857	    0.291	 8.988e-16	 2.411e-16	           -8.447	    0.378	 2910.304	 2910.304	   15.873	           26.830	    4.373
[SII]a  	 6716.400	 6781.874	    0.443	 7.731e-17	         2.741e-17	    1.845	    0.336	 3.576e-16	 1.426e-16	           -8.447	    0.378	 2908.255	 2908.255	   19.585	           39.866	    4.345
[SII]b  	 6730.800	 6796.415	    0.443	 5.514e-17	         2.184e-17	    1.849	    0.336	 2.556e-16	 1.114e-16	           -8.447	    0.378	 2908.255	 2908.255	   19.543	           43.581	    4.355
Hbeta   	 4861.000	 4908.667	    0.214	 6.639e-17	         1.359e-17	    1.242	    0.163	 2.067e-16	 5.028e-17	           -8.447	    0.378	 2925.332	 2925.332	   13.097	           24.322	    2.925
[OIII]49	 4959.000	 5007.724	    0.380	 3.186e-18	         4.036e-18	    1.424	    0.330	 1.137e-17	 1.465e-17	           -8.447	    0.378	 2931.083	 2931.083	   22.764	          128.780	    3.354
[OIII]50	 5007.000	 5056.196	    0.380	 9.557e-18	         4.036e-18	    1.424	    0.330	 3.412e-17	 1.644e-17	           -8.447	    0.378	 2931.141	 2931.141	   22.546	           48.174	    3.354
[OI]a   	 6300.300	 6361.988	    0.230	 1.525e-17	         1.915e-18	    1.767	    0.212	 6.755e-17	 1.174e-17	           -8.447	    0.378	 2920.975	 2920.975	   10.820	           17.377	    4.162
[OI]b   	 6363.800	 6426.110	    0.230	 4.918e-18	         1.915e-18	    1.767	    0.212	 2.179e-17	 8.877e-18	           -8.447	    0.378	 2920.975	 2920.975	   10.712	           40.741	    4.162
[NII]b  	 6548.100	 6611.979	    0.352	 6.658e-17	         4.204e-17	    1.847	    0.291	 3.083e-16	 2.006e-16	           -8.447	    0.378	 2910.304	 2910.304	   15.959	           65.079	    4.349
Halpha  	 6562.800	 6626.689	    0.243	 4.138e-16	         7.262e-17	    1.603	    0.185	 1.663e-15	 3.493e-16	           -8.447	    0.378	 2904.292	 2904.292	   10.971	           21.004	    3.775
[NII]a  	 6583.500	 6647.724	    0.352	 1.931e-16	         4.204e-17	    1.857	    0.291	 8.988e-16	 2.411e-16	           -8.447	    0.378	 2910.304	 2910.304	   15.873	           26.830	    4.373
[SII]a  	 6716.400	 6781.874	    0.443	 7.731e-17	         2.741e-17	    1.845	    0.336	 3.576e-16	 1.426e-16	           -8.447	    0.378	 2908.255	 2908.255	   19.585	           39.866	    4.345
[SII]b  	 6730.800	 6796.415	    0.443	 5.514e-17	         2.184e-17	    1.849	    0.336	 2.556e-16	 1.114e-16	           -8.447	    0.378	 2908.255	 2908.255	   19.543	           43.581	    4.355
Hbeta   	 4861.000	 4908.667	    0.214	 6.639e-17	         1.359e-17	    1.242	    0.163	 2.067e-16	 5.028e-17	           -8.447	    0.378	 2925.332	 2925.332	   13.097	           24.322	    2.925
[OIII]49	 4959.000	 5007.724	    0.380	 3.186e-18	         4.036e-18	    1.424	    0.330	 1.137e-17	 1.465e-17	           -8.447	    0.378	 2931.083	 2931.083	   22.764	          128.780	    3.354
[OIII]50	 5007.000	 5056.196	    0.380	 9.557e-18	         4.036e-18	    1.424	    0.330	 3.412e-17	 1.644e-17	           -8.447	    0.378	 2931.141	 2931.141	   22.546	           48.174	    3.354
